#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
2110,J1910+0714,41.52,-0.87,2.712423,6.12E-15,0.368674,124.06,*,*,*,*,3.6,3.6,7020000,12100000000000000000000000000000,*
1263,J1728-3733,350.842,-1.656,0.615538,7.2E-17,1.624594,281.5,*,*,*,*,4.94,4.94,135000000,12200000000000000000000000000000,*
1199,J1715-3700,349.757,0.886,0.779628,1.46E-16,1.282663,449,*,*,*,*,6.08,6.08,84700000,12200000000000000000000000000000,*
464,B1118-79,298.705,-17.498,2.280597,3.67E-15,0.438482,27.4,*,*,*,*,1.52,1.52,9850000,12200000000000000000000000000000,*
685,J1410-7404,308.349,-12.043,0.278729,6.74E-18,3.587709,54.24,*,*,*,*,2.15,2.15,655000000,12300000000000000000000000000000,*
1939,J1851-0053,32.1,-0.318,1.409065,8.74E-16,0.70969,24,*,*,*,*,1.24,1.24,25600000,12300000000000000000000000000000,*
2093,J1908+2351,56.144,7.112,0.377578,1.7E-17,2.648459,101.5,*,*,*,*,6.63,6.63,352000000,12500000000000000000000000000000,*
2209,J1926-1314,24.922,-13.763,4.864284,3.64E-14,0.20558,40.83,*,*,*,*,2.09,2.09,2110000,12500000000000000000000000000000,*
1616,B1813-26,5.219,-4.906,0.592885,6.64E-17,1.686667,128.12,*,*,*,*,3.61,3.61,141000000,12600000000000000000000000000000,*
838,J1538-5750,323.672,-1.843,0.506568,4.2E-17,1.974067,91,*,*,*,*,2.41,2.41,191000000,12800000000000000000000000000000,*
871,J1550-5317,327.78,0.737,1.421124,9.35E-16,0.703668,600,*,*,*,*,8.45,8.45,24100000,12900000000000000000000000000000,*
2398,B2036+53,90.368,7.308,1.424568,9.44E-16,0.701967,160.1,*,*,*,*,13.83,13.83,23900000,12900000000000000000000000000000,*
1834,B1839+56,86.079,23.818,1.652862,1.49E-15,0.605011,26.77,*,*,*,*,2.61,2.61,17500000,13100000000000000000000000000000,36.62
189,J0546+2441,183.728,-2.045,2.84385,7.65E-15,0.351636,73.81,*,*,*,*,3.16,3.16,5890000,13100000000000000000000000000000,*
1106,J1654-2713,354.972,10.271,0.791822,1.68E-16,1.262909,92.31,*,*,*,*,4.08,4.08,74900000,13300000000000000000000000000000,*
1903,J1847-0427,28.487,-1.12,0.259247,5.9E-18,3.857331,188.3,*,*,*,*,4.17,4.17,696000000,13400000000000000000000000000000,*
1202,J1715-4034,346.912,-1.277,2.072153,3.01E-15,0.48259,254,*,*,*,*,4.62,4.62,10900000,13400000000000000000000000000000,*
94,B0254-53,269.862,-55.31,0.447708,3.06E-17,2.233596,15.9,*,*,*,*,1.15,1.15,232000000,13500000000000000000000000000000,70
1653,J1821+1715,45.259,14.302,1.366682,8.71E-16,0.731699,60.47,*,*,*,*,4.68,4.68,24800000,13500000000000000000000000000000,*
1913,J1848+0604,38.062,3.328,2.218603,3.74E-15,0.450734,242.7,*,*,*,*,8.78,8.78,9410000,13500000000000000000000000000000,*
1809,J1838-1849,14.686,-5.734,0.488242,4E-17,2.048165,169.9,*,*,*,*,6.3,6.3,193000000,13600000000000000000000000000000,*
823,J1536-3602,336.555,15.841,1.319759,7.9E-16,0.757714,96,*,*,*,*,6.45,6.45,26500000,13600000000000000000000000000000,*
1142,J1702-4428,342.378,-1.701,2.123506,3.3E-15,0.470919,395,*,*,*,*,7.05,7.05,10200000,13600000000000000000000000000000,*
2517,B2315+21,95.831,-36.075,1.444653,1.05E-15,0.692208,20.91,*,*,*,*,1.45,1.45,21900000,13700000000000000000000000000000,*
2108,B1907+03,38.606,-2.339,2.330263,4.47E-15,0.429136,82.93,*,*,*,*,2.95,2.95,8260000,13900000000000000000000000000000,*
1792,J1837+0053,32.129,3.511,0.473513,3.77E-17,2.111877,124,*,*,*,*,3.24,3.24,199000000,14000000000000000000000000000000,*
751,J1501-5637,320.181,1.81,0.782949,1.7E-16,1.277223,258,*,*,*,*,6.75,6.75,73000000,14000000000000000000000000000000,*
410,B1039-19,265.591,33.59,1.386368,9.45E-16,0.721309,33.78,*,*,*,*,3.18,3.18,23200000,14000000000000000000000000000000,14.036
1264,J1728-4028,348.375,-3.218,0.866343,2.33E-16,1.154278,231,*,*,*,*,5.51,5.51,59000000,14100000000000000000000000000000,*
268,B0751+32,188.187,26.721,1.442349,1.08E-15,0.693313,39.95,*,*,*,*,3.92,3.92,21200000,14200000000000000000000000000000,8.062
1430,J1750-2444,4.136,1.255,0.899377,2.64E-16,1.111881,331,*,*,*,*,5.03,5.03,54000000,14300000000000000000000000000000,*
555,B1237+25,252.45,86.541,1.382449,9.6E-16,0.723354,9.26,*,*,*,*,0.84,0.52,22800000,14300000000000000000000000000000,115.588
1749,J1833-0556,25.623,1.232,1.521545,1.28E-15,0.657227,461,*,*,*,*,7.37,7.37,18800000,14300000000000000000000000000000,*
208,J0621+0336,206.246,-5.058,0.269954,7.24E-18,3.704334,72.59,*,*,*,*,3.58,3.58,591000000,14500000000000000000000000000000,*
1772,J1835-0522,26.296,1.164,1.087749,4.73E-16,0.91933,456,*,*,*,*,7.13,7.13,36400000,14500000000000000000000000000000,*
1144,B1700-32,351.786,5.387,1.211785,6.6E-16,0.825229,110.31,*,*,*,*,3.31,3.31,29100000,14600000000000000000000000000000,*
318,B0901-63,280.39,-11.082,0.660313,1.07E-16,1.514432,76,*,*,*,*,4.44,4.44,97800000,14700000000000000000000000000000,*
2297,B1944+22,59.301,-1.07,1.33445,8.89E-16,0.749372,140,*,*,*,*,7.09,7.09,23800000,14800000000000000000000000000000,*
103,B0331+45,150.348,-8.038,0.269201,7.35E-18,3.714703,47.15,*,*,*,*,2.08,2.08,580000000,14900000000000000000000000000000,6.403
869,J1549-5722,325.198,-2.42,0.497772,4.7E-17,2.00895,102,*,*,*,*,2.93,2.93,168000000,15000000000000000000000000000000,*
212,J0623+0340,206.497,-4.459,0.61376,8.84E-17,1.629302,54,*,*,*,*,2.53,2.53,110000000,15100000000000000000000000000000,*
603,B1309-53,305.994,8.704,0.728154,1.48E-16,1.373335,133,*,*,*,*,9.65,9.65,78000000,15100000000000000000000000000000,*
1657,J1822-0907,21.53,2.161,0.9747,3.55E-16,1.025956,467,*,*,*,*,12.31,12.31,43500000,15100000000000000000000000000000,*
1326,J1740-2540,2.212,2.633,1.692656,1.85E-15,0.590787,333,*,*,*,*,8.26,8.26,14500000,15100000000000000000000000000000,*
184,J0540-7125,282.148,-31.236,1.286015,8.2E-16,0.777596,29.41,*,*,*,*,2.69,2.69,24800000,15200000000000000000000000000000,*
1290,J1733-5515,336.188,-11.801,1.011234,4E-16,0.988891,83.9,*,*,*,*,4.11,4.11,40100000,15300000000000000000000000000000,*
1808,J1838+1650,46.667,10.331,1.901967,2.68E-15,0.525771,33.9,*,*,*,*,1.84,1.84,11300000,15400000000000000000000000000000,*
733,J1444-5941,316.791,0.098,2.760228,8.23E-15,0.362289,177.1,*,*,*,*,4.38,4.38,5310000,15400000000000000000000000000000,*
784,J1518+4904,80.808,54.282,0.040935,2.72E-20,24.428979,11.61,DD,8.634,20.044,NS[jsk+08],0.7,0.7,23900000000,15600000000000000000000000000000,8.556
820,J1535-4415,331.447,9.324,0.468402,4.05E-17,2.13492,110.7,*,*,*,*,5.38,5.38,183000000,15600000000000000000000000000000,*
2245,B1930+13,49.351,-3.127,0.928324,3.18E-16,1.07721,177.9,*,*,*,*,8.1,8.1,46200000,15700000000000000000000000000000,*
2405,B2043-04,42.678,-27.387,1.546938,1.47E-15,0.646438,35.8,*,*,*,*,3.83,3.83,16700000,15700000000000000000000000000000,11.402
276,J0812-3905,256.111,-2.811,0.482596,4.49E-17,2.072127,327,*,*,*,*,26.83,26.83,170000000,15800000000000000000000000000000,*
270,J0804-3647,253.331,-2.872,2.191987,4.21E-15,0.456207,196,*,*,*,*,7.79,7.79,8250000,15800000000000000000000000000000,*
2194,B1920+20,54.417,2.678,1.172763,6.49E-16,0.852687,203.31,*,*,*,*,10.74,10.74,28600000,15900000000000000000000000000000,*
227,J0636-4549,254.547,-21.547,1.984597,3.17E-15,0.503881,26.31,*,*,*,*,0.98,0.98,9910000,16000000000000000000000000000000,*
1658,J1822+1120,39.87,11.571,1.787037,2.35E-15,0.559586,95.2,*,*,*,*,8.77,8.77,12100000,16200000000000000000000000000000,*
1929,J1850-0006,32.764,0.093,2.191498,4.32E-15,0.456309,570,*,*,*,*,7.21,7.21,8040000,16200000000000000000000000000000,*
1101,J1653-4030,344.422,2.107,1.019372,4.36E-16,0.980997,425,*,*,*,*,10.37,10.37,37000000,16300000000000000000000000000000,*
421,J1049-5833,287.628,0.649,2.202325,4.41E-15,0.454066,446.8,*,*,*,*,9.73,9.73,7910000,16300000000000000000000000000000,*
493,J1137-6700,295.793,-5.167,0.556216,7.17E-17,1.797863,228.04,*,*,*,*,19.53,19.53,123000000,16400000000000000000000000000000,*
488,B1131-62,294.213,-1.296,1.022875,4.52E-16,0.977636,567.8,*,*,*,*,30,30,35900000,16700000000000000000000000000000,*
866,J1549+2113,34.625,49.129,1.262471,8.54E-16,0.792097,24.8,*,*,*,*,2.33,2.33,23400000,16800000000000000000000000000000,*
2420,J2105+6223,99.793,10.176,2.304879,5.22E-15,0.433862,50.75,*,*,*,*,3.03,3.03,7000000,16800000000000000000000000000000,*
1352,J1744-1610,10.773,6.885,1.757206,2.38E-15,0.569085,66.67,*,*,*,*,1.99,1.99,11700000,17300000000000000000000000000000,*
595,J1308-4650,306.008,15.927,1.058833,5.26E-16,0.944436,66,*,*,*,*,4.91,4.91,31900000,17500000000000000000000000000000,*
528,J1215-5328,297.459,9.009,0.636414,1.15E-16,1.571304,163,*,*,*,*,11.24,11.24,87700000,17600000000000000000000000000000,*
883,B1552-31,342.699,16.757,0.51811,6.22E-17,1.930093,73.05,*,*,*,*,6.1,6.1,132000000,17700000000000000000000000000000,*
499,J1142-6230,295.11,-0.675,0.558383,7.79E-17,1.790884,343.8,*,*,*,*,10.81,10.81,113000000,17700000000000000000000000000000,*
950,J1617-4216,338.524,5.924,3.428466,1.81E-14,0.291676,163.6,*,*,*,*,6.28,6.28,3000000,17800000000000000000000000000000,*
1638,J1819-1408,16.797,0.394,1.78849,2.59E-15,0.559131,1075,*,*,*,*,12.45,12.45,10900000,17900000000000000000000000000000,*
894,J1600-5916,325.057,-4.798,1.247666,8.87E-16,0.801496,177,*,*,*,*,6.54,6.54,22300000,18000000000000000000000000000000,*
607,J1314-6101,305.71,1.727,2.94839,1.17E-14,0.339168,309,*,*,*,*,9.6,9.6,3990000,18000000000000000000000000000000,*
1528,B1800-27,3.494,-2.532,0.334415,1.71E-17,2.990293,165.5,BT,406.781,58.94,He[jml+92],3.62,3.62,310000000,18100000000000000000000000000000,*
2292,B1942-00,38.565,-12.317,1.045632,5.35E-16,0.956359,59.71,*,*,*,*,3.53,3.53,31000000,18500000000000000000000000000000,*
2509,B2303+46,104.931,-12.021,1.066371,5.69E-16,0.93776,62.06,BT,12.3395,32.6878,CO[vk99],4.35,4.35,29700000,18500000000000000000000000000000,*
927,J1612+2008,35.518,43.743,0.426646,3.73E-17,2.343864,19.54,*,*,*,*,1.43,1.43,181000000,18900000000000000000000000000000,*
1343,J1742-4616,344.79,-8.462,0.412401,3.38E-17,2.424824,115.96,*,*,*,*,4.99,4.99,193000000,19000000000000000000000000000000,*
95,B0301+19,161.135,-33.27,1.387584,1.3E-15,0.720677,15.74,*,*,*,*,0.95,0.95,17000000,19100000000000000000000000000000,37.483
33,B0031-07,110.42,-69.815,0.942951,4.08E-16,1.0605,10.92,*,*,*,*,1.03,0.63,36600000,19200000000000000000000000000000,15.212
2471,B2210+29,86.136,-21.731,1.004593,4.95E-16,0.995428,74.5,*,*,*,*,4.76,4.76,32100000,19300000000000000000000000000000,*
2356,J2009+3326,71.103,0.124,1.438369,1.47E-15,0.695232,263.6,*,*,*,*,10.73,10.73,15500000,19500000000000000000000000000000,*
1323,J1739-3951,350.039,-4.69,0.341772,1.99E-17,2.925923,24.6,*,*,*,*,1.13,1.13,273000000,19600000000000000000000000000000,*
709,J1425-5723,315.382,3.186,0.353263,2.2E-17,2.830753,43.4,*,*,*,*,1.46,1.46,254000000,19700000000000000000000000000000,*
1980,J1856+0404,37.128,0.745,0.420252,3.71E-17,2.379524,341.3,*,*,*,*,6.98,6.98,180000000,19700000000000000000000000000000,*
2358,J2010+2845,67.21,-2.472,0.565369,9.07E-17,1.768755,112.47,*,*,*,*,6.03,6.03,98700000,19800000000000000000000000000000,*
1486,J1759-1736,11.378,3.028,0.798452,2.55E-16,1.252424,206,*,*,*,*,4.75,4.75,49600000,19800000000000000000000000000000,*
1544,J1806+1023,37.305,14.56,0.484286,5.73E-17,2.064894,52.03,*,*,*,*,3.27,3.27,134000000,19900000000000000000000000000000,*
427,J1054-6452,290.889,-4.784,1.840004,3.14E-15,0.543477,234,*,*,*,*,13.53,13.53,9290000,19900000000000000000000000000000,*
